科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
102116001,2.0,語文領域-英文教,Practicum in,溫宥基,Wen Yu-Chi,教育三教,三78,wed16-18 wed 16 17,井塘020101,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培合開；教育學分課程,
102120001,2.0,社會領域教學實,Practicum in Social,彭明輝,PANG MING-FUI,教育三教,三56,wed14-16 wed 14 15,資訊140107,群/Partially,中文,否/No,＠異動資訊Information of alteration:教室異動於2017/12/28;,＠備註Note:與師培合開；教育學分課程,
102122001,2.0,綜合活動領域教,Practicum in,施淑慎,SHIH SHU-SHEN,教育三教,二78,tue16-18 tue 16 17,學思040101,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培合開；教育學分課程,
102634001,3.0,另類教育全球經,Study on Global,馮朝霖,FONG TSAO-LIN,教育三教,二234,tue09-12 tue 09 10 11,井塘020111,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培合開；多元選修,
102656001,2.0,生涯輔導,Career Guidance,王淑俐,WANG SHU-LI,教育一教,五12,fri08-10 fri 08 09,井塘020413,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培中心109890001合開,
102660001,3.0,比較國際教改,Educational,周祝瑛,CHOU CHUING,教育二教,四234,thu09-12 thu 09 10 11,井塘020111,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:全英語授課；ETP課程；教育學分課程,
102665001,3.0,多元文化教育,Multiculturalism and,李淑菁,LEE SHU-CHING,教育一,三78E,wed16-19 wed 16 17 18,研究250424,選/Elective,中文,否/No,＠異動資訊Information of alteration:停開於2017/12/22;,＠備註Note:與師培合開，國中輔導認證科目；多元選修,
102679001,2.0,人際關係與溝通,Human Relationship,王淑俐,WANG SHU-LI,教育一教,五34,fri10-12 fri 10 11,井塘020413,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培中心109900001合開,
102682001,2.0,親職教育,Study on Parent,傅如馨,FU JU-HSIN,教育三教,三34,wed10-12 wed 10 11,井塘020101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:隔年開；教育學分課程；輔導認證科目（國中、高中）,
102686001,3.0,合作學習,Cooperative Learning,邱美秀,CHIU MEI-SHIU,教育三,一D56,mon13-16 mon 13 14 15,井塘020111,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:教育學分課程；輔導認證科目（國中、高中）,
102821001,2.0,數位學習,E-learning,陳揚學,CHEN YANG-HSUEH,教育二教,一D5,mon13-15 mon 13 14,井塘電腦室,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培合開；學碩合開；全英語授課；ETP；多元選修,
102824001,3.0,心理測驗與評量,Psychological Tests,胡悅倫,HU YUEH-LUEN,教育三,四234,thu09-12 thu 09 10 11,研究250205,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:輔導認證科目（國中、高中）；多元選修,
102834001,2.0,生命教育,Life Education,馮朝霖,FONG TSAO-LIN,教育一,二EF,tue18-20 tue 18 19,研究250422,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:輔導認證科目（國中、高中）；多元選修,
102837001,3.0,行動研究,Action Research,鄭同僚,CHENG TUNG-LIAO,教育二教,五234,fri09-12 fri 09 10 11,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:教育學分課程,
102861001,3.0,教育研究法,Methods of,張奕華,CHANG I-HUA,教育三教,四234,thu09-12 thu 09 10 11,井塘電腦室,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培中心合開；教育學分課程,
102866001,3.0,普通心理學,General Psychology,詹志禹,CHAN CHIH-YU,教育一,四D56,thu13-16 thu 13 14 15,井塘020413,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:多元選修,
102891001,3.0,教育議題專題,Problems of,郭昭佑,GUO CHAO-YU,教育一,三234,wed09-12 wed 09 10 11,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:教育學分課程,
102935001,3.0,個案研究,Case Study,陳婉真,CHEN WAN-CHEN,教育二,四D56,thu13-16 thu 13 14 15,學思040101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:輔導認證課程（國中、高中）；多元選修,
102950001,2.0,德育原理,Principles of Moral,王素芸,WANG SU-YUN,教育二,二56,tue14-16 tue 14 15,研究250202,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與師培合開；多元選修,
103055111,3.0,中國通史（二）,General History of,王德權,WANG TE-CHUAN,歷史一歷,四234,thu09-12 thu 09 10 11,季陶340413,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程有申請TA，限本系及輔系雙修生,
103056111,3.0,中國通史（三）,General History of,劉祥光,LIU HSIANG-KWANG,歷史一歷,二234,tue09-12 tue 09 10 11,季陶340413,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程有申請TA，限本系及輔系雙修生,
103058111,3.0,中國通史（五）,General History of,劉維開,LIU WEI-KAI,歷史一歷,四D56,thu13-16 thu 13 14 15,季陶340413,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限本系及輔系雙修生,
103060111,3.0,世界通史（二）,World History（,林美香,LIN MAY-SHINE,歷史一歷,三234,wed09-12 wed 09 10 11,季陶340414,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程有申請TA，限本系及輔系雙修生,
103062111,3.0,世界通史（四）,World History（,周一騰,EATON WILLIAM JOSEPH,歷史一歷,五234,fri09-12 fri 09 10 11,季陶340108,群/Partially,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程有申請TA，限本系及輔系雙修生,
103146001,3.0,臺灣史（二）,History of Taiwan,藍適齊,LAN SHI-CHI,歷史二,三D56,wed13-16 wed 13 14 15,百年330213,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2017/12/21;,＠備註Note:限本系及輔系雙修生,
103157001,3.0,西洋史學名著選,Special Topics on,楊瑞松,YANG JUI-SUNG,歷史三,二D56,tue13-16 tue 13 14 15,季陶340305,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103167001,3.0,現代主義－藝術,Special Topics on,朱靜華,Ju Jane-Chuang,歷史三,三D56,wed13-16 wed 13 14 15,季陶340413,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103182001,3.0,明清身體與情緒,Special Topics on,陳秀芬,CHEN HSIU-FEN,歷史三,五D56,fri13-16 fri 13 14 15,季陶340315,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103183001,2.0,從全球史的角度,Special Topics on the,劉季倫,LIU CHI-LUN,歷史三,四56,thu14-16 thu 14 15,季陶340407,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103703001,3.0,敦煌吐魯番學專,Special Topics on,羅彤華,LO TUNG-HWA,歷史三,一D56,mon13-16 mon 13 14 15,研究250424,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103730001,3.0,義大利文藝復興,History of Italian,林美香,LIN MAY-SHINE,歷史二,五234,fri09-12 fri 09 10 11,季陶340414,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103735001,3.0,中國近世醫療史,Medical History of,陳秀芬,CHEN HSIU-FEN,歷史二,二D56,tue13-16 tue 13 14 15,季陶340413,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103747001,2.0,美國史（一）,"American History,",周一騰,EATON WILLIAM JOSEPH,歷史二,三34,wed10-12 wed 10 11,季陶340516,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103781001,3.0,中世紀基督宗教,History of Medieval,崔國瑜,TSUI KUO-YU,歷史二,五D56,fri13-16 fri 13 14 15,季陶340406,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103792001,3.0,中國現代文學史,History of,張堂錡,CHANG TANG-CHI,歷史二,一D56,mon13-16 mon 13 14 15,百年330305,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
103793001,3.0,近現代文藝思潮,The Modern Literary,陳碩文,CHEN SHUO-WIN,歷史二,四234,thu09-12 thu 09 10 11,學思040107,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
103794001,2.0,中國歷史經典研,Classic Reading on,羅皓星,LAW HO-SING,歷史一歷,二78,tue16-18 tue 16 17,季陶340302,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:近現代史,
103795001,3.0,先秦哲學,Pre-Chin Philosophy,何淑靜,HO SHU-CHING,歷史二,三234,wed09-12 wed 09 10 11,研究250102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與哲學系104145111合開,
103796001,3.0,中國近代社會史,Social History of,張智瑋,CHANG CHIH WEI,歷史二,三78E,wed16-19 wed 16 17 18,研究250106,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103797001,3.0,知識論,Epistemology,鄭光明,CHENG KUANG-MING,歷史二,五234,fri09-12 fri 09 10 11,百年330012,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與哲學系104003001合開,
103805001,3.0,跨界創作實務,The Practice of,金仕起、蔡瑞,CHIN SHIH-CHI/TSAIH RUA-HUAN,歷史二,四D56,thu13-16 thu 13 14 15,研總350112,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
103815002,2.0,臺灣文學史,History of Taiwan,陳芳明,CHEN FANG-MING,歷史二,二56,tue14-16 tue 14 15,百年330305,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
103820001,3.0,口述歷史,Oral History,鄭麗榕,CHENG LI-JUNG,歷史三歷,二234,tue09-12 tue 09 10 11,季陶340516,選/Elective,中文,否/No,＠異動資訊Information of alteration:時間異動於2017/12/29;,＠備註Note:限30人,
103822001,3.0,當代政治哲學發,Development of,何信全,HO HSIN-CHUAN,歷史二,一D56,mon13-16 mon 13 14 15,學思040101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與哲學系合開,
103831001,3.0,中華人民共和國,History of the People,李福鐘,LI FU-CHUNG,歷史二,四78E,thu16-19 thu 16 17 18,研究250201,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
103916001,3.0,日本近現代史,Modern History of,廖敏淑,LIAO MIN-SHU,歷史二,一D56,mon13-16 mon 13 14 15,季陶340405,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104003001,3.0,知識論,Epistemology,鄭光明,CHENG KUANG-MING,哲學二,五234,fri09-12 fri 09 10 11,百年330012,必/Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史系103797001合開,
104049001,3.0,邏輯,Logic,王華,WANG HUA,哲學一,四234,thu09-12 thu 09 10 11,舜文大講堂,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1.本系學生選課時請選本系課號（104049001），俾利畢業學分認定。2.本課程與文學院合開（100802001），院另有15個名額提供選讀。,
104065121,3.0,心靈哲學,Philosophy of Mind,王華,WANG HUA,哲學二哲,三234,wed09-12 wed 09 10 11,百年330106,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104066111,3.0,荀子哲學,Hsuen Tze's,何淑靜,HO SHU-CHING,哲學二哲,二234,tue09-12 tue 09 10 11,研究250102,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104077001,3.0,中國哲學史（,History of Chinese,馬愷之,MARCHAL KAI,哲學一,二234,tue09-12 tue 09 10 11,百年330012,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104082001,3.0,西洋哲學史（,History of Western,張國賢,CHANG KUO-HSIEN,哲學一,五234,fri09-12 fri 09 10 11,季陶340107,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104093111,3.0,笛卡兒哲學,Philosophy of,羅麗君,LO LEE-CHUN,哲學一哲,二234,tue09-12 tue 09 10 11,研究250202,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104100121,3.0,莎士比亞與哲學,Shakespeare and,詹康,CHAN KANG,哲學一哲,四D56,thu13-16 thu 13 14 15,道藩320224,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104109121,3.0,當代政治哲學發,Development of,何信全,HO HSIN-CHUAN,哲學三,一D56,mon13-16 mon 13 14 15,學思040101,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史系合開,
104111111,3.0,梵文（四）,Sanskrit(D),耿晴,KENG CHING,哲學二哲,三34C,wed10-13 wed 10 11 12,百年330222,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104145111,3.0,先秦哲學,Pre-Chin Philosophy,何淑靜,HO SHU-CHING,哲學二哲,三234,wed09-12 wed 09 10 11,研究250102,群/Partially,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史系103795001合開,
104146111,3.0,黑格爾精神現象,Hegel's,林遠澤,LIN YUAN-TSE,哲學一哲,四D56,thu13-16 thu 13 14 15,季陶340107,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104147121,3.0,上帝的屬性,Divine Attributes,劉若韶,LAU YEUK-SIU,哲學二,五D56,fri13-16 fri 13 14 15,百年330012,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104148121,3.0,跨文化哲學,Intercultural,馬愷之,MARCHAL KAI,哲學二,五D56,fri13-16 fri 13 14 15,學思040101,群/Partially,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:授課語文：英文,
104149111,3.0,康德 《判斷力批,Introduction to Kant's,汪文聖,WANG WEN-SHENG,哲學一哲,四78E,thu16-19 thu 16 17 18,研究250101,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104150111,3.0,西洋古代政治哲,Ancient Western,詹康,CHAN KANG,哲學一哲,二D56,tue13-16 tue 13 14 15,百年330012,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104642001,2.0,哲學經典導讀,Reading of the,楊得煜,YANG DE-YU,哲學一哲,三56,wed14-16 wed 14 15,百年330109,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
104642011,2.0,哲學經典導讀,Reading of the,李政國,LEE  CHENG-KUO,哲學一哲,二56,tue14-16 tue 14 15,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2017/12/22;,＠備註Note:N/A,
104642021,2.0,哲學經典導讀,Reading of the,郭大維,KUO DAVID,哲學一哲,五56,fri14-16 fri 14 15,百年330109,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:第一堂課有來的同學，才可開放加簽。,
104777001,3.0,荀子,Hsun-Tzu,林啟屏,LIN CHI-PING,哲學二,四D56,thu13-16 thu 13 14 15,井塘020111,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
104899001,3.0,莊子,Zhuang-Tzu,蕭裕民,SHIAU YU-MIN,哲學三,二234,tue09-12 tue 09 10 11,學思040104,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與中文系合開,
109001011,2.0,教育概論,Introduction to,陳竑濬,CHEN HUNG-CHUN,師資培一,四12,thu08-10 thu 08 09,井塘020101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109003011,2.0,教育心理學,Educational,葉玉珠,YEH YU-CHU,師資培一,二34,tue10-12 tue 10 11,井塘020113,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109004001,3.0,教育社會學,Educational,陳榮政,CHEN JUNG-CHENG,師資培一,四234,thu09-12 thu 09 10 11,井塘020413,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系合開（代碼：102007011）,
109006011,2.0,教學原理,Principles of,黃譯瑩,HUANG YI-YING,師資培一,四CD,thu12-14 thu 12 13,井塘020101,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109007001,2.0,班級經營,Class Management,黃譯瑩,HUANG YI-YING,師資培一,三78,wed16-18 wed 16 17,井塘020111,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109010001,2.0,輔導原理與實務,The Theories and,陳揚學,CHEN YANG-HSUEH,師資培一,四78,thu16-18 thu 16 17,井塘020101,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109016001,2.0,課程發展與設計,Curriculum,黃譯瑩,HUANG YI-YING,師資培一,四56,thu14-16 thu 14 15,井塘020101,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109026002,2.0,日文教材教法與,Practice of Japanese,洪淑娟,HUNG SHU-CHEAN,師資培二,四78,thu16-18 thu 16 17,研究250307,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與日文系合開(課程代碼：506914002),
109028001,2.0,學習評量,Learning Evaluation,葉玉珠,YEH YU-CHU,師資培一,一D5,mon13-15 mon 13 14,井塘020101,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2017/12/26;,＠備註Note:N/A,
109029001,2.0,教學媒體與運用,Design and,陳揚學,CHEN YANG-HSUEH,師資培一,一78,mon16-18 mon 16 17,井塘電腦室,群/Partially,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109031001,2.0,語文領域-國文教,Practicum in,陳麗明,CHEN LI-MING,師資培二,五56,fri14-16 fri 14 15,井塘020101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109033001,2.0,語文領域-英文教,Practicum in,溫宥基,Wen Yu-Chi,師資培二,三78,wed16-18 wed 16 17,井塘020101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109037001,2.0,社會領域教學實,Practicum in Social,彭明輝,PANG MING-FUI,師資培二,三56,wed14-16 wed 14 15,資訊140107,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2017/12/28;,＠備註Note:N/A,
109039001,2.0,綜合活動領域教,Practicum in,施淑慎,SHIH SHU-SHEN,師資培二,二78,tue16-18 tue 16 17,學思040101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109044001,2.0,教育議題專題,Problems of,陳幼慧,CHEN YU-HUI,師資培一,三34,wed10-12 wed 10 11,井塘020413,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109048001,2.0,韓文教學實習,Practicum in Korean,陳慶智,CHEN QING-ZHI,師資培二,四78,thu16-18 thu 16 17,道藩320212,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與韓文系合開（代碼：507842001）,
109858001,3.0,多元文化教育,Multiculturalism and,李淑菁,LEE SHU-CHING,師資培一,三78E,wed16-19 wed 16 17 18,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2017/12/22;,＠備註Note:與教育系合開(代碼:102665001),
109890001,2.0,生涯輔導,career education,王淑俐,WANG SHU-LI,師資培一,五12,fri08-10 fri 08 09,井塘020413,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系102656001合開,
109892001,3.0,另類教育全球經,Study on Global,馮朝霖,FONG TSAO-LIN,師資培一,二234,tue09-12 tue 09 10 11,井塘020111,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系合開（代碼：102634001）,
109894001,2.0,數位學習,E-learning,陳揚學,CHEN YANG-HSUEH,師資培一,一D5,mon13-15 mon 13 14,井塘電腦室,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系合開,
109900001,2.0,人際關係與溝通,Human Relationship,王淑俐,WANG SHU-LI,師資培一,五34,fri10-12 fri 10 11,井塘020413,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系102679001合開,
109903001,2.0,公民教育,Civic Education,陳幼慧,CHEN YU-HUI,師資培一,二56,tue14-16 tue 14 15,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
109937001,2.0,德育原理,Theories of Moral,王素芸,WANG SU-YUN,師資培一,二56,tue14-16 tue 14 15,研究250202,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系合開,
109938001,3.0,教育研究法,Methods of,張奕華,CHANG I-HUA,師資培一,四234,thu09-12 thu 09 10 11,井塘電腦室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與教育系合開,
151552001,3.0,台灣後殖民與後,Topical Studies of,陳芳明,CHEN FANG-MING,中文碩一,三567,wed14-17 wed 14 15 16,百年330412,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與台文所合開,
151555001,3.0,南北朝佛學思想,The Topics on,涂艷秋,TU YEN-CHIU,中文碩一,二567,tue14-17 tue 14 15 16,百年330409,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/15;,＠備註Note:與哲學系、宗教所合開,
151566001,3.0,文類與跨界：六,Genre and  Cross-,許東海,HSU TUNG-HAI,中文碩一,四D56,thu13-16 thu 13 14 15,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2018/01/12;,＠備註Note:N/A,
151615002,2.0,道家思想專題研,Topics on Daoist,莊耀郎,CHUANG YAO LANG,中文碩一,四56,thu14-16 thu 14 15,百年330306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151719001,3.0,資料探勘技術與,Data Mining,陳志銘,CHEN CHIH-MING,中文碩一,五D56,fri13-16 fri 13 14 15,百年電腦室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與圖檔所合開,
151720001,3.0,中國近現代報刊,Special Topics on the,周志煌,CHOU CHIH-HUANG,中文碩一,四234,thu09-12 thu 09 10 11,研究250207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史所153554001合開,
151721001,3.0,明清小說物質文,Special Research on,高桂惠,KAO KUEI-HUI,中文碩一,五234,fri09-12 fri 09 10 11,百年330306,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與歷史所153553001合開,
151722002,2.0,鍾嶸《詩品》研,The Research of,黃志民,HUANG CHIN-MING,中文碩一,五34,fri10-12 fri 10 11,百年330303,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151725002,2.0,戰國文字研究－,Research on,蔡哲茂,TSAI CHE-MAO,中文碩一,五34,fri10-12 fri 10 11,百年330407,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151731001,3.0,六朝佛學思想專,The Study of the,涂艷秋,TU YEN-CHIU,中文碩一,二567,tue14-17 tue 14 15 16,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2018/01/08;,＠備註Note:與哲學系、宗教所合開,
151743001,3.0,漢字源流與對外,Selected Topics on,林宏明,LIN HUNG-MING,中文碩一,一567,mon14-17 mon 14 15 16,百年330409,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與華文碩程、華文博程合開,
151746001,3.0,民國文學專題：,Seminar on,張堂錡,CHANG TANG-CHI,中文碩一,二567,tue14-17 tue 14 15 16,百年330303,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151761001,3.0,漢語教學語法,Chinese Pedagogical,竺家寧,CHU CHIA-NING,中文碩一,三234,wed09-12 wed 09 10 11,百年330303,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與華文碩程、華文博程合開,
151913001,3.0,明清文學專題研,Study on the Ming,吳彩娥,WU TSAI-ER,中文碩一,一567,mon14-17 mon 14 15 16,百年330306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151917001,3.0,中國文學史專題,Study on the History,曾守正,TSENG SHOU-CHENG,中文碩一,三234,wed09-12 wed 09 10 11,研究250207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151933002,2.0,詞學研究,Seminar on Tzu-,耿湘沅,KENG HSIANG-YUAN,中文碩一,二34,tue10-12 tue 10 11,百年330303,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
151944001,3.0,周易研究,Seminar on Jou-Yi,陳睿宏,CHEN RUI- HONG,中文碩一,二234,tue09-12 tue 09 10 11,研究250207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
152037001,3.0,學校輔導專題研,Special Topics in,王鍾和,WANG CHUNG-HO,教育博一,四D56,thu13-16 thu 13 14 15,井塘020112,群/Partially,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:博（心）必修； E化教室,
152576001,2.0,數位學習,E-learning,陳揚學,CHEN YANG-HSUEH,教育碩一,一D5,mon13-15 mon 13 14,井塘電腦室,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與大三、大四合開；英語授課,
152577001,3.0,教育科技領導與,Seminar on,張奕華,CHANG I-HUA,教育碩一,三234,wed09-12 wed 09 10 11,井塘電腦室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/19;,＠備註Note:碩；與教政合開,
152587001,3.0,心理測驗與評量,Study on,胡悅倫,HU YUEH-LUEN,教育碩一,三234,wed09-12 wed 09 10 11,研究250422,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩；與教政所、輔諮碩合開,
152606001,3.0,國際教育資料庫,Seminar on secondary,邱美秀,CHIU MEI-SHIU,教育碩一,二123,tue08-11 tue 08 09 10,井塘020101,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:碩博（跨組）；方法論課程；英語授課,
